index,response,tag
529,"I hope this helps!
 I. General Requirements:
 1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. A senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course is eligible to apply.
 II. Specific Requirements:
 1. To apply, go to https://buao.bicol-u.edu.ph/bucet_online/bucetapply.php and fill out the online application form. Make sure to use a computer/device with a good internet connection upon online registration.
 2. Two(2) copies of “2x2” recent, unedited or unfiltered studio-taken photograph of the applicant in white background with the applicant's signature and name tag below;
 3. Grade 9 and Grade 11 High School academic ratings affixed at the reversed side of the BUCET Application Form and duly signed by the School Principal and has a school dry seal;
 4. Authenticated Photocopies of Grade 9-11 SF10 (Formerly Form 137) and Grade 12 SF9(Formerly Form 138) For Senior High School Graduates who have not taken any college subject. For ALS graduates, submit your ALS Certificate of Rating and Certificate of Completion. DO NOT SUBMIT the original copies unless required by the office to be presented for authentication purposes.
 5. Photocopy of Person with Disability (PWD) ID under RA No. 7277 (if applicable only);
 6. Photocopy of parent's Solo Parent ID under RA No. 11861 (if applicable only);
 7. Copy of Parent's latest Income Tax Return (ITR) or Certificate of Tax Exemption from the Bureau of Internal Revenue (BIR);
 8. Accomplished NCIP-COC Form 4 or downloadable Certificate of Membership from the National Commission on Indigenous Peoples (NCIP) Regional Office, if the applicant is a member of ethnolinguistic groups (Indigenous Peoples groups);
 9. Certification from the Barangay if the applicant is a resident of or comes from Geographically-Isolated and Disadvantaged Areas, (GIDA) under RA No. 11148, please refer to this link GIDA List 2022;
 10. Certification from DSWD if a member of 4P's (Pantawid Pamilyang Pilipino Program);
 11. One long-sized window mailing envelope with Php 50.00 worth of mailing stamps from the Postal Office attached to the upper right-hand corner for mailing results;
",50
530,"Check this out.
 I. General Requirements:
 1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. A senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course is eligible to apply.
 II. Specific Requirements:
 1. To apply, go to https://buao.bicol-u.edu.ph/bucet_online/bucetapply.php and fill out the online application form. Make sure to use a computer/device with a good internet connection upon online registration.
 2. Two(2) copies of “2x2” recent, unedited or unfiltered studio-taken photograph of the applicant in white background with the applicant's signature and name tag below;
 3. Grade 9 and Grade 11 High School academic ratings affixed at the reversed side of the BUCET Application Form and duly signed by the School Principal and has a school dry seal;
 4. Authenticated Photocopies of Grade 9-11 SF10 (Formerly Form 137) and Grade 12 SF9(Formerly Form 138) For Senior High School Graduates who have not taken any college subject. For ALS graduates, submit your ALS Certificate of Rating and Certificate of Completion. DO NOT SUBMIT the original copies unless required by the office to be presented for authentication purposes.
 5. Photocopy of Person with Disability (PWD) ID under RA No. 7277 (if applicable only);
 6. Photocopy of parent's Solo Parent ID under RA No. 11861 (if applicable only);
 7. Copy of Parent's latest Income Tax Return (ITR) or Certificate of Tax Exemption from the Bureau of Internal Revenue (BIR);
 8. Accomplished NCIP-COC Form 4 or downloadable Certificate of Membership from the National Commission on Indigenous Peoples (NCIP) Regional Office, if the applicant is a member of ethnolinguistic groups (Indigenous Peoples groups);
 9. Certification from the Barangay if the applicant is a resident of or comes from Geographically-Isolated and Disadvantaged Areas, (GIDA) under RA No. 11148, please refer to this link GIDA List 2022;
 10. Certification from DSWD if a member of 4P's (Pantawid Pamilyang Pilipino Program);
 11. One long-sized window mailing envelope with Php 50.00 worth of mailing stamps from the Postal Office attached to the upper right-hand corner for mailing results;
",50
531,"To submit your BUCET requirements, check out the steps below
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
532,"How to submit BUCET requirements?
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
533,"Submission steps of BUCET requirements
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
534,"The Bicol University Admissions Office will publish the list of passers on their official webpage, and you will also receive an email notification at your official email address.",52
535,"Expect to see the names of those who passed on the official page of the Bicol University Admissions Office, and simultaneously, an email will be sent to your official email address.",52
536,"The list of successful candidates will be available on the official webpage of the Bicol University Admissions Office, and you will also receive an email notification at your official email address.",52
537,"On their official page, the Bicol University Admissions Office will post the roster of passers, and you will simultaneously receive an email at your official email address.",52
538,"Check the official webpage of the Bicol University Admissions Office for the list of successful candidates, and simultaneously, an email will be sent to your official email address.",52
539,"The Bicol University Admissions Office will display the list of passers on their official page, and you will concurrently receive an email at your official email address.",52
540,"Look for the list of individuals who passed on the official webpage of the Bicol University Admissions Office, and you will also receive an email notification at your official email address.",52
541,"The roster of successful candidates will be published on the official page of the Bicol University Admissions Office, and an email will be sent to your official email address simultaneously.",52
542,"The Bicol University Admissions Office will release the list of passers on their official webpage, and you will receive an email notification at your official email address at the same time.",52
543,"On the official webpage of the Bicol University Admissions Office, you will find the list of individuals who passed, and simultaneously, an email will be sent to your official email address.",52
544,"The list of successful candidates will be posted on the official webpage of the Bicol University Admissions Office, and you will receive an email notification at your official email address simultaneously.",52
545,"Check the official page of the Bicol University Admissions Office for the roster of passers, and expect to receive an email at your official email address simultaneously.",52
546,"To check:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
547,"Check out the pre-requisites:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
548,"To confirm if your qualified:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
549,"Within the examination, sub-tests assess proficiency in English, Mathematics, Science, and Reading Comprehension.",54
550,"The assessment consists of sections examining proficiency in English, Mathematics, Science, and Reading Comprehension.",54
551,"The examination is structured with sub-tests in English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
552,"Sub-tests within the exam evaluate proficiency in English Language, Mathematics, Science, and Reading Comprehension.",54
553,"The test comprises sections on English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
554,"The examination includes sub-tests assessing proficiency in English, Mathematics, Science, and Reading Comprehension.",54
555,"Within the exam, there are sections focused on English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
556,"The assessment involves sub-tests covering proficiency in English, Mathematics, Science, and Reading Comprehension.",54
557,"Sub-tests within the examination evaluate proficiency in English Language, Mathematics, Science, and Reading Comprehension.",54
558,"The test includes sections for evaluating proficiency in English, Mathematics, Science, and Reading Comprehension.",54
559,"Within the examination, sub-tests assess proficiency in English, Mathematics, Science, and Reading Comprehension.",54
560,"The assessment consists of sections examining proficiency in English, Mathematics, Science, and Reading Comprehension.",54
561,"The examination is structured with sub-tests in English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
562,Refer to the paper that was handed to you after your examination.,55
563,Look to your paper that was handed to you after your examination.,55
564,You can found on the paper given to you after an examination.,55
565,"To ascertain your examination venue, consult the test permit issued by BUAO.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
566,Bicol hosts numerous test centers for examination purposes.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
567,"The test permit, distributed by BUAO personnel, contains details of the allocated test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
568,"Across Bicol, test centers are strategically positioned.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
569,Identifying your exam venue in Bicol is facilitated by the test permit.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
570,"The test permit, handed out by BUAO personnel, specifies the test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
571,"Throughout Bicol, test centers are established to serve examinees.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
572,The test permit issued by BUAO personnel indicates the designated test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
573,"Across Bicol, there are multiple locations designated as test centers.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
574,"To locate your exam venue, refer to the test permit provided by BUAO personnel.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
575,"Bicol University offers various test centers, with details provided in the test permit distributed by BUAO personnel.",56
576,"Yes, but we advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files.",57
577,"We advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files, but yes, you can.",57
578,"You can, but we advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files.",57
579,"Oh sure! To get the BUCET application form , you can visit this link https://buao.bicol-u.edu.ph.",5
580,Hello there! Here is the link to apply: https://buao.bicol-u.edu.ph. Goodluck!:,5
581,"Okay! If you're interested to apply, you can go to https://buao.bicol-u.edu.ph.",5
582,"To get started with the application process, you can head over to https://buao.bicol-u.edu.ph.:",5
583,I'd be happy to help you apply! Just visit this link https://buao.bicol-u.edu.ph.,5
584,"If you want to apply, you can follow this link https://buao.bicol-u.edu.ph.",5
585,Good to hear! Here's the link to apply: https://buao.bicol-u.edu.ph.,5
586,"To apply, simply head over to https://buao.bicol-u.edu.ph.",5
587,"Looks like your're interested to apply! To get started, you can visit https://buao.bicol-u.edu.ph to apply.",5
588,"Hello user! To proceed with the application, you can follow the link to https://buao.bicol-u.edu.ph.",5
589,"To start your application process, you can visit https://buao.bicol-u.edu.ph.",5
590,"Hello, Aspiring BUEÑO! To apply, you can visit this link https://buao.bicol-u.edu.ph.",5
591,"Great! If you want to apply, You can go to this site https://buao.bicol-u.edu.ph.",5
592,"Nice! To begin the application process, you can visit [https://buao.bicol-u.edu.ph](https://buao.",5
593,Visit the link to reschedule appointment date https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
594,"To reschedule your appointment date, visit the following link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
595,Reschedule your appointment date by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
596,"If you need to change your appointment date, you can click on the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
597,"For appointment date changes, please go to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
598,"To adjust your appointment date, simply visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
599,Need to reschedule? Click the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
600,You can reschedule your appointment date by navigating to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
601,Change your appointment date by visiting: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
602,Want to reschedule? Visit this link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
603,Adjust your appointment date by accessing: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
604,Reschedule your appointment date with ease by clicking here: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
605,"To change your appointment date, go to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
606,Need to change the date? Follow the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
607,Discover and download your application form by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
608,Retrieve your application form by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
609,Find and download your application form by clicking on the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
610,To find and download your application form visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
611,Visit the link to locate and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
612,Retrieve and download your application form by following the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
613,Visit the link to find and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
614,Access and download your application form by clicking here: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
615,Obtain your application form by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
616,Click the link to find and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
617,Discover your application form by visiting: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
618,Find and download your application form via link visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
619,Locate your application form by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
620,Visit the link to find your application form for download: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
621,Retrieve your application form by clicking this link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
622,"To change or re-upload your picture, visit the following link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
623,Change or re-upload your picture accessing the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
624,"If you need to update your picture, you can click on the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
625,"For picture changes or re-uploads, please go to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
626,"To adjust or re-upload your picture, simply visit: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
627,Need to change or re-upload? Click the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
628,You can change or re-upload your picture by navigating to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
629,Update your picture by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
630,Want to change or re-upload? Visit this link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
631,Adjust or re-upload your picture by accessing: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
632,Change or re-upload your picture with ease by clicking here: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
633,"To update your picture, go to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
634,Need to change or re-upload? Follow the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
635,Adjust or re-upload your picture easily by visiting: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
636,"For picture changes or re-uploads, click here: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
637,The submission of all documentary requirements is on a week before the examination day per test center.,9
638,"A week before the examination day per test center, is the submission of all necessary requirements.",9
639,Submission is a week before the examination day per test center,9
640,The submission for all requirements is a week before the examination day per test center,9
641,The passing of all the requirements needed is on aweek before the examination day per test center,9
642,You can submit it on a week before the examination day per test center,9
643,Deadline for submission of all documentary requirements is on a week before the examination day per test center,9
644,Marked on your calendar it is on a week before the examination day per test center,9
645,Submit it on a week before the examination day per test center,9
646,A week before the examination day per test center is the deadline for submitting the requirements.,9
647,It is on a week before the examination day per test center,9
648,A week before the examination day per test center,9
649,"FREE, the fee of PHP 250.00 is free for Filipino freshmen applicants pursuant to R.A. NO. 10931",10
650,The registration fee of PHP 250.00 is waived for Filipino freshmen applicants under the provisions of R.A. NO. 10931.,10
651,Filipino freshmen applicants are exempt from the PHP 250.00 fee in accordance with R.A. NO. 10931.,10
652,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are eligible for a waiver of the PHP 250.00 registration fee.",10
653,"Under R.A. NO. 10931, Filipino freshmen applicants are entitled to a waiver of the PHP 250.00 registration fee.",10
654,The PHP 250.00 registration fee is waived for Filipino freshmen applicants in compliance with R.A. NO. 10931.,10
655,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are granted exemption from the PHP 250.00 registration fee.",10
656,Filipino freshmen applicants are eligible for a waiver of the PHP 250.00 registration fee under the provisions of R.A. NO. 10931.,10
657,The PHP 250.00 registration fee is waived for Filipino freshmen applicants pursuant to R.A. NO. 10931.,10
658,"In accordance with R.A. NO. 10931, Filipino freshmen applicants are not required to pay the PHP 250.00 registration fee.",10
659,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are exempted from the PHP 250.00 registration fee.",10
660,Your complete BUCET requirements can be submitted by any authorized representative.,11
661,Authorized representatives are permitted to submit your full BUCET requirements.,11
662,Any designated representative is welcome to submit your entire BUCET requirements.,11
663,Your complete BUCET requirements may be submitted by any representative authorized to do so.,11
664,Authorized representatives have the privilege of submitting your full BUCET requirements.,11
665,Any representative with authorization is allowed to submit your complete BUCET requirements.,11
666,Representatives with proper authorization are permitted to submit your entire BUCET requirements.,11
667,You have the option of having any authorized representative submit your complete BUCET requirements.,11
668,Submission of your complete BUCET requirements is allowed by any representative with proper authorization.,11
669,Any representative who is duly authorized is permitted to submit your entire BUCET requirements.,11
670,You can authorize any representative to submit your complete BUCET requirements.,11
671,Submission of your complete BUCET requirements is open to any authorized representative.,11
672,"Do not re-apply. If you would like to make changes, print out your application form and edit it with a correction tape and use a blue ballpen.",12
673,"Do not re-apply. If adjustments are needed, kindly print your application form and make edits using correction tape alongside a blue ballpen.",12
674,"Do not re-apply. Should any modifications be necessary, please print out your application form and apply corrections with correction tape, utilizing a blue ballpen.",12
675,"Do not re-apply. In case of any alterations, it's recommended to print your application form and amend it using correction tape, ensuring to use a blue ballpen.",12
676,"Do not re-apply. For any revisions, we advise printing your application form and making changes using correction tape, employing a blue ballpen.",12
677,"Do not re-apply. In the event of changes, it is best to print your application form and make corrections with correction tape, making use of a blue ballpen.",12
678,"Do not re-apply. Should you need to make modifications, kindly print your application form and adjust it with correction tape, utilizing a blue ballpen.",12
679,"Do not re-apply. If adjustments are necessary, please print out your application form and modify it with correction tape, using a blue ballpen.",12
680,"Do not re-apply. Should you wish to make changes, it's recommended to print your application form and edit it with correction tape, ensuring to use a blue ballpen.",12
681,"Do not re-apply. The case of any alterations, we suggest printing your application form and applying corrections with correction tape, using a blue ballpen.",12
682,"Do not re-apply. For any revisions, it's advisable to print your application form and make adjustments with correction tape, employing a blue ballpen.",12
683,"To correct mistakenly filled-out application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
684,"To fix mistakenly filled-out application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
685,"For the correction in application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
686,There's three option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
687,There's an option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
688,Here's the option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
689,Here's the list you can do\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
690,"To submit, you have three options\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality",14
691,There's three option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
692,There's an option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
693,Here's the option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
694,Here's the list you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
695,"To claim, you have three options\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.",15
696,"No need, But please ensure that your application requirements reach the admissions office before the scheduled deadline for the test center.",16
697,"No need, But it is important to confirm that your application requirements have been received by the admissions office before the scheduled deadline for the test center.",16
698,"No need, But make sure that your application requirements are received by the admissions office before the scheduled deadline for the test center.",16
699,"No need, But verify that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
700,"No need, But check to ensure that your application requirements have been submitted to the admissions office before the scheduled deadline for the test center.",16
701,"No need, But double-check that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
702,"No need, But confirm that your application requirements have been delivered to the admissions office before the scheduled deadline for the test center.",16
703,"No need, But ensure that your application requirements have been sent to the admissions office before the scheduled deadline for the test center.",16
704,"No need, But validate that your application requirements have been dispatched to the admissions office before the scheduled deadline for the test center.",16
705,"No need, But be certain that your application requirements have been forwarded to the admissions office before the scheduled deadline for the test center.",16
706,"No need, But make certain that your application requirements have been transmitted to the admissions office before the scheduled deadline for the test center.",16
707,"No need, But it is imperative to ascertain that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
708,"No need, But make sure to double-check and confirm that your application requirements have been properly received and documented by the admissions office before the scheduled deadline for the test center.",17
709,"No need, But it is crucial to verify with certainty that your application requirements have been properly received and documented by the admissions office before the scheduled deadline for the test center.",17
710,"No need, But double-check and confirm that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
711,"No need, But ensure with certainty that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
712,"No need, But make sure to verify that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
713,"No need, But it is essential to double-check and confirm that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
714,"No need, But verify with certainty that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
715,"No need, But make sure to double-check and confirm that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
716,"No need, But it is crucial to ensure with certainty that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
717,"No need, But ensure your application requirements are received by the admissions office prior to the test center's deadline.",17
718,"No need, But make certain your application materials are submitted to the admissions office before the test center's deadline.",17
719,"No need, But verify that your application documents have been received by the admissions office ahead of the test center's deadline.",17
720,"The BU Admission office is located on Bicol University-Main Campus Gate 4, Ground Admissions Office Legazpi City, Albay, 4500",18
721,"It is located on Bicol University-Main Campus Gate 4, Ground Admissions Office Legazpi City, Albay, 4500",18
722,"BU Admission office is located on Bicol University-Main Campus Gate 4, Ground Admissions Office Legazpi City, Albay, 4500",18
723,Picture format must be:\n Recent 2x2\n Unedited or Unfiltere4d studio-taken\n In white background\n With Signature\n With name tag,19
724,Purchase your postage stamp from the post office.,20
725,Get your postage stamp from the post office.,20
726,Obtain your postage stamp at the post office.,20
727,Procure your postage stamp at the post office.,20
728,Secure your postage stamp from the post office.,20
729,Acquire your postage stamp at the post office.,20
730,Pick up your postage stamp at the post office.,20
731,Collect your postage stamp from the post office.,20
732,Grab your postage stamp at the post office.,20
733,Buy your postage stamp from the post office.,20
734,You can get your postage stamp at the post office.,20
735,You can purchase your postage stamp from the post office.,20
736,"The cost of the mailing stamp may exceed Php. 50, but it will not be less than Php. 50.00.",21
737,"The price of the mailing stamp might go beyond Php. 50, but it won't fall below Php. 50.00.",21
